Model,Parameters,test_acc,train_acc,test_bal_acc,train_bal_acc,test_f1_macro,train_f1_macro,test_f1_weighted,train_f1_weighted,test_prec_macro,train_prec_macro,test_rec_macro,train_rec_macro,test_specificity_weighted,train_specificity_weighted,test_g_mean,train_g_mean
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.7500,0.7576,0.4982,0.5130,0.4286,0.4584,0.6452,0.6619,0.3760,0.7422,0.4982,0.5130,0.2464,0.2684,0.3503,0.3710
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.4067,0.4986,0.4865,0.6161,0.4011,0.4953,0.4278,0.5153,0.4900,0.5985,0.4865,0.6161,0.5663,0.7336,0.5248,0.6723
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler,0.5454,0.6422,0.4929,0.6336,0.4784,0.5963,0.5718,0.6650,0.4935,0.6027,0.4929,0.6336,0.4403,0.6250,0.4654,0.6293
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced,0.7486,0.7552,0.4991,0.5105,0.4334,0.4549,0.6470,0.6594,0.4762,0.6783,0.4991,0.5105,0.2496,0.2658,0.3530,0.3683
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE,0.5084,0.5766,0.5485,0.6460,0.4878,0.5603,0.5373,0.6016,0.5365,0.6114,0.5485,0.6460,0.5887,0.7154,0.5681,0.6797
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler,0.5578,0.6339,0.5291,0.6393,0.5060,0.5942,0.5866,0.6582,0.5226,0.6054,0.5291,0.6393,0.5004,0.6447,0.5144,0.6420
KNeighborsClassifier,3 Classes / Normal / No Scaler / Unbalanced / Feature Selection,0.4217,0.5402,0.3931,0.5110,0.3848,0.5104,0.4068,0.5288,0.3921,0.5340,0.3931,0.5110,0.6771,0.7386,0.5157,0.6143
KNeighborsClassifier,3 Classes / Normal / StandardScaler / Unbalanced / Feature Selection,0.4121,0.5302,0.3865,0.5028,0.3822,0.5022,0.4007,0.5199,0.3942,0.5210,0.3865,0.5028,0.6697,0.7352,0.5082,0.6079
KNeighborsClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.4052,0.5165,0.3790,0.4879,0.3739,0.4858,0.3944,0.5053,0.3776,0.4999,0.3790,0.4879,0.6715,0.7298,0.5043,0.5967
KNeighborsClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.4217,0.5402,0.3931,0.5110,0.3848,0.5104,0.4068,0.5288,0.3921,0.5340,0.3931,0.5110,0.6771,0.7386,0.5157,0.6143
KNeighborsClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.4121,0.5302,0.3865,0.5028,0.3822,0.5022,0.4007,0.5199,0.3942,0.5210,0.3865,0.5028,0.6697,0.7352,0.5082,0.6079
KNeighborsClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.4052,0.5165,0.3790,0.4879,0.3739,0.4858,0.3944,0.5053,0.3776,0.4999,0.3790,0.4879,0.6715,0.7298,0.5043,0.5967
KNeighborsClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced / Feature Selection,0.6415,0.7012,0.5750,0.6345,0.5735,0.6391,0.6217,0.6819,0.6000,0.6754,0.5750,0.6345,0.5085,0.5678,0.5407,0.6002
KNeighborsClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE / Feature Selection,0.5701,0.6518,0.5956,0.6770,0.5664,0.6478,0.5762,0.6583,0.5897,0.6638,0.5956,0.6770,0.6211,0.7023,0.6082,0.6895
KNeighborsClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler / Feature Selection,0.5907,0.6556,0.5988,0.6659,0.5812,0.6471,0.5981,0.6626,0.5916,0.6525,0.5988,0.6659,0.6069,0.6762,0.6028,0.6710
KNeighborsClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced / Feature Selection,0.6291,0.6937,0.5525,0.6165,0.5440,0.6166,0.5999,0.6656,0.5691,0.6684,0.5525,0.6165,0.4760,0.5392,0.5127,0.5765
KNeighborsClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE / Feature Selection,0.5247,0.6092,0.5697,0.6546,0.5233,0.6088,0.5237,0.6119,0.5699,0.6502,0.5697,0.6546,0.6147,0.7000,0.5917,0.6769
KNeighborsClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.5701,0.6422,0.5768,0.6578,0.5585,0.6355,0.5757,0.6493,0.5731,0.6453,0.5768,0.6578,0.5835,0.6734,0.5800,0.6656
KNeighborsClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.6264,0.6741,0.5359,0.5899,0.5197,0.5847,0.5843,0.6397,0.5570,0.6418,0.5359,0.5899,0.4454,0.5057,0.4885,0.5462
KNeighborsClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE / Feature Selection,0.5069,0.6219,0.5285,0.6446,0.5041,0.6177,0.5147,0.6291,0.5266,0.6336,0.5285,0.6446,0.5500,0.6673,0.5391,0.6559
KNeighborsClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.5124,0.6387,0.5208,0.6491,0.5049,0.6302,0.5218,0.6460,0.5192,0.6375,0.5208,0.6491,0.5291,0.6595,0.5249,0.6543
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.6415,0.7012,0.5750,0.6345,0.5735,0.6391,0.6217,0.6819,0.6000,0.6754,0.5750,0.6345,0.5085,0.5678,0.5407,0.6002
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.5701,0.6518,0.5956,0.6770,0.5664,0.6478,0.5762,0.6583,0.5897,0.6638,0.5956,0.6770,0.6211,0.7023,0.6082,0.6895
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.5907,0.6556,0.5988,0.6659,0.5812,0.6471,0.5981,0.6626,0.5916,0.6525,0.5988,0.6659,0.6069,0.6762,0.6028,0.6710
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.6291,0.6937,0.5525,0.6165,0.5440,0.6166,0.5999,0.6656,0.5691,0.6684,0.5525,0.6165,0.4760,0.5392,0.5127,0.5765
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.5247,0.6092,0.5697,0.6546,0.5233,0.6088,0.5237,0.6119,0.5699,0.6502,0.5697,0.6546,0.6147,0.7000,0.5917,0.6769
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.5701,0.6422,0.5768,0.6578,0.5585,0.6355,0.5757,0.6493,0.5731,0.6453,0.5768,0.6578,0.5835,0.6734,0.5800,0.6656
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.6264,0.6741,0.5359,0.5899,0.5197,0.5847,0.5843,0.6397,0.5570,0.6418,0.5359,0.5899,0.4454,0.5057,0.4885,0.5462
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.5069,0.6219,0.5285,0.6446,0.5041,0.6177,0.5147,0.6291,0.5266,0.6336,0.5285,0.6446,0.5500,0.6673,0.5391,0.6559
KNeighborsClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.5124,0.6387,0.5208,0.6491,0.5049,0.6302,0.5218,0.6460,0.5192,0.6375,0.5208,0.6491,0.5291,0.6595,0.5249,0.6543
KNeighborsClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced / Feature Selection,0.7431,0.7569,0.5048,0.5223,0.4547,0.4825,0.6551,0.6729,0.4940,0.6816,0.5048,0.5223,0.2665,0.2878,0.3667,0.3877
KNeighborsClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE / Feature Selection,0.4863,0.5999,0.5282,0.6657,0.4677,0.5820,0.5169,0.6254,0.5214,0.6247,0.5282,0.6657,0.5702,0.7315,0.5487,0.6978
KNeighborsClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler / Feature Selection,0.5274,0.6398,0.5164,0.6497,0.4860,0.6017,0.5596,0.6638,0.5122,0.6131,0.5164,0.6497,0.5053,0.6597,0.5107,0.6547
KNeighborsClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced / Feature Selection,0.7363,0.7600,0.4928,0.5234,0.4336,0.4817,0.6428,0.6737,0.4167,0.7058,0.4928,0.5234,0.2493,0.2869,0.3505,0.3875
KNeighborsClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE / Feature Selection,0.4369,0.5532,0.5103,0.6487,0.4288,0.5443,0.4609,0.5763,0.5079,0.6168,0.5103,0.6487,0.5838,0.7441,0.5457,0.6947
KNeighborsClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.4974,0.6356,0.4833,0.6484,0.4557,0.5987,0.5295,0.6597,0.4875,0.6125,0.4833,0.6484,0.4693,0.6611,0.4760,0.6547
KNeighborsClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.7445,0.7545,0.4983,0.5114,0.4366,0.4581,0.6471,0.6607,0.4903,0.6904,0.4983,0.5114,0.2520,0.2683,0.3543,0.3704
KNeighborsClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE / Feature Selection,0.5137,0.6239,0.5073,0.6639,0.4748,0.5972,0.5462,0.6490,0.5053,0.6229,0.5073,0.6639,0.5009,0.7039,0.5039,0.6836
KNeighborsClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.5508,0.6483,0.5170,0.6470,0.4966,0.6052,0.5800,0.6709,0.5130,0.6126,0.5170,0.6470,0.4831,0.6457,0.4998,0.6463
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.7431,0.7569,0.5048,0.5223,0.4547,0.4825,0.6551,0.6729,0.4940,0.6816,0.5048,0.5223,0.2665,0.2878,0.3667,0.3877
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.4863,0.5999,0.5282,0.6657,0.4677,0.5820,0.5169,0.6254,0.5214,0.6247,0.5282,0.6657,0.5702,0.7315,0.5487,0.6978
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.5274,0.6398,0.5164,0.6497,0.4860,0.6017,0.5596,0.6638,0.5122,0.6131,0.5164,0.6497,0.5053,0.6597,0.5107,0.6547
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.7363,0.7600,0.4928,0.5234,0.4336,0.4817,0.6428,0.6737,0.4167,0.7058,0.4928,0.5234,0.2493,0.2869,0.3505,0.3875
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.4369,0.5532,0.5103,0.6487,0.4288,0.5443,0.4609,0.5763,0.5079,0.6168,0.5103,0.6487,0.5838,0.7441,0.5457,0.6947
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.4974,0.6356,0.4833,0.6484,0.4557,0.5987,0.5295,0.6597,0.4875,0.6125,0.4833,0.6484,0.4693,0.6611,0.4760,0.6547
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.7445,0.7545,0.4983,0.5114,0.4366,0.4581,0.6471,0.6607,0.4903,0.6904,0.4983,0.5114,0.2520,0.2683,0.3543,0.3704
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.5137,0.6239,0.5073,0.6639,0.4748,0.5972,0.5462,0.6490,0.5053,0.6229,0.5073,0.6639,0.5009,0.7039,0.5039,0.6836
KNeighborsClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.5508,0.6483,0.5170,0.6470,0.4966,0.6052,0.5800,0.6709,0.5130,0.6126,0.5170,0.6470,0.4831,0.6457,0.4998,0.6463
MLPClassifier,3 Classes / Normal / No Scaler / Unbalanced,0.4108,0.5814,0.3895,0.5654,0.3603,0.5521,0.3800,0.5641,0.3794,0.6300,0.3895,0.5654,0.6822,0.7724,0.5153,0.6608
MLPClassifier,3 Classes / Normal / StandardScaler / Unbalanced,0.4135,1.0000,0.3973,1.0000,0.3969,1.0000,0.4114,1.0000,0.3996,1.0000,0.3973,1.0000,0.6877,1.0000,0.5223,1.0000
MLPClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced,0.3723,0.9742,0.3604,0.9735,0.3580,0.9737,0.3694,0.9743,0.3609,0.9740,0.3604,0.9735,0.6687,0.9864,0.4907,0.9799
MLPClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced,0.4108,0.5814,0.3895,0.5654,0.3603,0.5521,0.3800,0.5641,0.3794,0.6300,0.3895,0.5654,0.6822,0.7724,0.5153,0.6608
MLPClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced,0.4135,1.0000,0.3973,1.0000,0.3969,1.0000,0.4114,1.0000,0.3996,1.0000,0.3973,1.0000,0.6877,1.0000,0.5223,1.0000
MLPClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced,0.3723,0.9742,0.3604,0.9735,0.3580,0.9737,0.3694,0.9743,0.3609,0.9740,0.3604,0.9735,0.6687,0.9864,0.4907,0.9799
MLPClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced,0.6250,0.7215,0.5539,0.6532,0.5264,0.6454,0.5828,0.6898,0.5908,0.7532,0.5539,0.6532,0.4827,0.5849,0.5162,0.6176
MLPClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE,0.5894,0.7462,0.5883,0.7541,0.5732,0.7343,0.5943,0.7478,0.5837,0.7483,0.5883,0.7541,0.5873,0.7620,0.5877,0.7579
MLPClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler,0.5852,0.7785,0.5673,0.7772,0.5547,0.7615,0.5834,0.7779,0.5675,0.7696,0.5673,0.7772,0.5495,0.7760,0.5580,0.7764
MLPClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced,0.5851,1.0000,0.5372,1.0000,0.5341,1.0000,0.5773,1.0000,0.5370,1.0000,0.5372,1.0000,0.4893,1.0000,0.5126,1.0000
MLPClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE,0.5728,1.0000,0.5336,1.0000,0.5304,1.0000,0.5699,1.0000,0.5319,1.0000,0.5336,1.0000,0.4944,1.0000,0.5135,1.0000
MLPClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler,0.5728,1.0000,0.5319,1.0000,0.5300,1.0000,0.5699,1.0000,0.5315,1.0000,0.5319,1.0000,0.4910,1.0000,0.5109,1.0000
MLPClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced,0.5797,0.9701,0.5304,0.9644,0.5298,0.9672,0.5735,0.9700,0.5316,0.9708,0.5304,0.9644,0.4810,0.9586,0.5051,0.9615
MLPClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE,0.5714,0.9447,0.5384,0.9421,0.5350,0.9399,0.5711,0.9447,0.5368,0.9418,0.5384,0.9421,0.5054,0.9394,0.5215,0.9407
MLPClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler,0.5632,0.9650,0.5227,0.9646,0.5195,0.9619,0.5599,0.9650,0.5214,0.9616,0.5227,0.9646,0.4822,0.9643,0.5019,0.9645
MLPClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced,0.6250,0.7215,0.5539,0.6532,0.5264,0.6454,0.5828,0.6898,0.5908,0.7532,0.5539,0.6532,0.4827,0.5849,0.5162,0.6176
MLPClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE,0.5894,0.7462,0.5883,0.7541,0.5732,0.7343,0.5943,0.7478,0.5837,0.7483,0.5883,0.7541,0.5873,0.7620,0.5877,0.7579
MLPClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler,0.5852,0.7785,0.5673,0.7772,0.5547,0.7615,0.5834,0.7779,0.5675,0.7696,0.5673,0.7772,0.5495,0.7760,0.5580,0.7764
MLPClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced,0.5851,1.0000,0.5372,1.0000,0.5341,1.0000,0.5773,1.0000,0.5370,1.0000,0.5372,1.0000,0.4893,1.0000,0.5126,1.0000
MLPClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE,0.5728,1.0000,0.5336,1.0000,0.5304,1.0000,0.5699,1.0000,0.5319,1.0000,0.5336,1.0000,0.4944,1.0000,0.5135,1.0000
MLPClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler,0.5728,1.0000,0.5319,1.0000,0.5300,1.0000,0.5699,1.0000,0.5315,1.0000,0.5319,1.0000,0.4910,1.0000,0.5109,1.0000
MLPClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced,0.5797,0.9701,0.5304,0.9644,0.5298,0.9672,0.5735,0.9700,0.5316,0.9708,0.5304,0.9644,0.4810,0.9586,0.5051,0.9615
MLPClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE,0.5714,0.9447,0.5384,0.9421,0.5350,0.9399,0.5711,0.9447,0.5368,0.9418,0.5384,0.9421,0.5054,0.9394,0.5215,0.9407
MLPClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler,0.5632,0.9650,0.5227,0.9646,0.5195,0.9619,0.5599,0.9650,0.5214,0.9616,0.5227,0.9646,0.4822,0.9643,0.5019,0.9645
MLPClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.6978,0.8558,0.5177,0.7414,0.5031,0.7638,0.6594,0.8380,0.5205,0.8641,0.5177,0.7414,0.3375,0.6271,0.4170,0.6809
MLPClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.5617,0.8095,0.4980,0.8222,0.4839,0.7764,0.5820,0.8189,0.4978,0.7699,0.4980,0.8222,0.4343,0.8348,0.4643,0.8282
MLPClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.6195,0.8098,0.5215,0.7855,0.5095,0.7646,0.6229,0.8162,0.5197,0.7652,0.5215,0.7855,0.4235,0.7613,0.4685,0.7731
MLPClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.6469,1.0000,0.5081,1.0000,0.5058,1.0000,0.6386,1.0000,0.5088,1.0000,0.5081,1.0000,0.3692,1.0000,0.4327,1.0000
MLPClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.6443,1.0000,0.5156,1.0000,0.5139,1.0000,0.6405,1.0000,0.5159,1.0000,0.5156,1.0000,0.3870,1.0000,0.4462,1.0000
MLPClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.6333,1.0000,0.5027,1.0000,0.5002,1.0000,0.6298,1.0000,0.5017,1.0000,0.5027,1.0000,0.3722,1.0000,0.4320,1.0000
MLPClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.6579,0.9942,0.5265,0.9901,0.5242,0.9921,0.6515,0.9941,0.5244,0.9943,0.5265,0.9901,0.3951,0.9860,0.4556,0.9880
MLPClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.6676,0.9900,0.5517,0.9887,0.5480,0.9868,0.6645,0.9901,0.5509,0.9851,0.5517,0.9887,0.4357,0.9874,0.4896,0.9881
MLPClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.6484,0.9794,0.5407,0.9788,0.5350,0.9728,0.6503,0.9796,0.5340,0.9677,0.5407,0.9788,0.4331,0.9783,0.4830,0.9786
MLPClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced,0.6978,0.8558,0.5177,0.7414,0.5031,0.7638,0.6594,0.8380,0.5205,0.8641,0.5177,0.7414,0.3375,0.6271,0.4170,0.6809
MLPClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE,0.5617,0.8095,0.4980,0.8222,0.4839,0.7764,0.5820,0.8189,0.4978,0.7699,0.4980,0.8222,0.4343,0.8348,0.4643,0.8282
MLPClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler,0.6195,0.8098,0.5215,0.7855,0.5095,0.7646,0.6229,0.8162,0.5197,0.7652,0.5215,0.7855,0.4235,0.7613,0.4685,0.7731
MLPClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.6469,1.0000,0.5081,1.0000,0.5058,1.0000,0.6386,1.0000,0.5088,1.0000,0.5081,1.0000,0.3692,1.0000,0.4327,1.0000
MLPClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.6443,1.0000,0.5156,1.0000,0.5139,1.0000,0.6405,1.0000,0.5159,1.0000,0.5156,1.0000,0.3870,1.0000,0.4462,1.0000
MLPClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler,0.6333,1.0000,0.5027,1.0000,0.5002,1.0000,0.6298,1.0000,0.5017,1.0000,0.5027,1.0000,0.3722,1.0000,0.4320,1.0000
MLPClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced,0.6579,0.9942,0.5265,0.9901,0.5242,0.9921,0.6515,0.9941,0.5244,0.9943,0.5265,0.9901,0.3951,0.9860,0.4556,0.9880
MLPClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE,0.6676,0.9900,0.5517,0.9887,0.5480,0.9868,0.6645,0.9901,0.5509,0.9851,0.5517,0.9887,0.4357,0.9874,0.4896,0.9881
MLPClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler,0.6484,0.9794,0.5407,0.9788,0.5350,0.9728,0.6503,0.9796,0.5340,0.9677,0.5407,0.9788,0.4331,0.9783,0.4830,0.9786
MLPClassifier,3 Classes / Normal / No Scaler / Unbalanced / Feature Selection,0.3833,0.7294,0.3656,0.7187,0.3575,0.7204,0.3733,0.7259,0.3683,0.7469,0.3656,0.7187,0.6673,0.8512,0.4936,0.7812
MLPClassifier,3 Classes / Normal / StandardScaler / Unbalanced / Feature Selection,0.3900,1.0000,0.3795,1.0000,0.3778,1.0000,0.3897,1.0000,0.3794,1.0000,0.3795,1.0000,0.6815,1.0000,0.5080,1.0000
MLPClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.3818,0.9004,0.3661,0.8961,0.3648,0.9002,0.3797,0.9004,0.3678,0.9063,0.3661,0.8961,0.6725,0.9432,0.4960,0.9193
MLPClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.3833,0.7294,0.3656,0.7187,0.3575,0.7204,0.3733,0.7259,0.3683,0.7469,0.3656,0.7187,0.6673,0.8512,0.4936,0.7812
MLPClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.3900,1.0000,0.3795,1.0000,0.3778,1.0000,0.3897,1.0000,0.3794,1.0000,0.3795,1.0000,0.6815,1.0000,0.5080,1.0000
MLPClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.3818,0.9004,0.3661,0.8961,0.3648,0.9002,0.3797,0.9004,0.3678,0.9063,0.3661,0.8961,0.6725,0.9432,0.4960,0.9193
MLPClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced / Feature Selection,0.6084,0.8455,0.5407,0.8033,0.5344,0.8141,0.5867,0.8356,0.5530,0.8638,0.5407,0.8033,0.4731,0.7611,0.5056,0.7818
MLPClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE / Feature Selection,0.6043,0.8187,0.5606,0.7959,0.5545,0.7947,0.5949,0.8141,0.5629,0.8101,0.5606,0.7959,0.5170,0.7732,0.5381,0.7843
MLPClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler / Feature Selection,0.5755,0.8066,0.5562,0.8165,0.5458,0.7978,0.5749,0.8079,0.5604,0.8122,0.5562,0.8165,0.5368,0.8263,0.5461,0.8212
MLPClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced / Feature Selection,0.6112,1.0000,0.5754,1.0000,0.5728,1.0000,0.6084,1.0000,0.5767,1.0000,0.5754,1.0000,0.5395,1.0000,0.5570,1.0000
MLPClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE / Feature Selection,0.6181,1.0000,0.5807,1.0000,0.5788,1.0000,0.6144,1.0000,0.5878,1.0000,0.5807,1.0000,0.5433,1.0000,0.5616,1.0000
MLPClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.6112,1.0000,0.5754,1.0000,0.5717,1.0000,0.6075,1.0000,0.5777,1.0000,0.5754,1.0000,0.5396,1.0000,0.5571,1.0000
MLPClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.5769,0.9279,0.5325,0.9174,0.5302,0.9208,0.5714,0.9275,0.5355,0.9252,0.5325,0.9174,0.4881,0.9069,0.5097,0.9122
MLPClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE / Feature Selection,0.5934,0.9131,0.5557,0.9078,0.5533,0.9059,0.5907,0.9132,0.5567,0.9078,0.5557,0.9078,0.5179,0.9026,0.5363,0.9052
MLPClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.5742,0.9086,0.5363,0.9061,0.5348,0.9016,0.5728,0.9091,0.5369,0.8994,0.5363,0.9061,0.4985,0.9035,0.5170,0.9048
MLPClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.6084,0.8455,0.5407,0.8033,0.5344,0.8141,0.5867,0.8356,0.5530,0.8638,0.5407,0.8033,0.4731,0.7611,0.5056,0.7818
MLPClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.6043,0.8187,0.5606,0.7959,0.5545,0.7947,0.5949,0.8141,0.5629,0.8101,0.5606,0.7959,0.5170,0.7732,0.5381,0.7843
MLPClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.5755,0.8066,0.5562,0.8165,0.5458,0.7978,0.5749,0.8079,0.5604,0.8122,0.5562,0.8165,0.5368,0.8263,0.5461,0.8212
MLPClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.6112,1.0000,0.5754,1.0000,0.5728,1.0000,0.6084,1.0000,0.5767,1.0000,0.5754,1.0000,0.5395,1.0000,0.5570,1.0000
MLPClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.6181,1.0000,0.5807,1.0000,0.5788,1.0000,0.6144,1.0000,0.5878,1.0000,0.5807,1.0000,0.5433,1.0000,0.5616,1.0000
MLPClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.6112,1.0000,0.5754,1.0000,0.5717,1.0000,0.6075,1.0000,0.5777,1.0000,0.5754,1.0000,0.5396,1.0000,0.5571,1.0000
